,happiness
8172,3.992996216
8173,3.621687174
8174,3.75427413
8175,3.699918032
8176,4.404900551
8177,2.695632219
8178,4.367567062
8179,4.273542404
8180,3.212042332
8181,3.713318825
8182,3.849823236
8183,3.702867031
8184,3.953367233
8185,3.442154169
8186,3.522491932
8187,4.153588772
8188,3.860383749
8189,4.125304222
8190,4.016557693
8191,3.875586748
8192,4.074384689
8193,3.981132269
8194,4.230298042
8195,4.527244091
8196,2.977055311
8197,3.537840128
8198,4.255630493
8199,4.075778961
8200,4.726388931
8201,3.477909088
8202,4.308651924
8203,3.842009068
8204,4.182938099
8205,4.100214005
8206,3.703556061
8207,3.856575012
8208,4.020488739
8209,3.916918993
8210,3.604768276
8211,3.77562499
8212,4.176690578
8213,4.199347973
8214,4.120685577
8215,3.879962683
8216,3.973573208
8217,3.396160364
8218,3.718204498
8219,3.780717134
8220,4.005114555
8221,4.502104282
8222,3.742623091
8223,3.059878111
8224,3.834697008
8225,4.130833626
8226,3.807835579
8227,4.482807159
8228,3.284006357
8229,4.126543045
8230,3.14247942
8231,4.1177845
8232,3.7848351
8233,3.82447052
8234,3.607724667
8235,3.988269567
8236,2.834061623
8237,3.714300156
8238,4.004600525
8239,3.840569973
8240,3.720190287
8241,3.419095755
8242,3.803114653
8243,4.435225487
8244,4.02116394
8245,3.687341928
8246,4.134678841
8247,3.725892305
8248,4.132049561
8249,4.932515621
8250,3.859278679
8251,4.369190216
8252,4.368215561
8253,3.812299967
8254,3.721493959
8255,3.539737463
8256,3.335385799
8257,3.750597954
8258,3.055850983
8259,4.244874477
8260,3.863589048
8261,4.136929512
8262,3.967140913
8263,3.926984787
8264,3.89598918
8265,4.028337955
8266,3.610282183
8267,3.643026829
8268,4.020955086
8269,3.553218365
8270,3.718078852
8271,3.168093681
8272,4.058226585
8273,3.755280733
8274,3.630209684
8275,4.248945713
8276,4.182058334
8277,4.20417881
8278,3.882471561
8279,4.341049194
8280,4.133254051
8281,4.175683022
8282,4.154268742
8283,4.039873123
8284,4.287788391
8285,3.872739315
8286,2.70293808
8287,4.410242558
8288,3.793319702
8289,4.119016647
8290,4.186812878
8291,4.19604969
8292,4.219296455
8293,3.670624256
8294,4.279828072
8295,3.39548707
8296,4.124245644
8297,3.726653337
8298,4.632462502
8299,3.106038094
8300,3.314508438
8301,4.005630016
8302,4.355033398
8303,3.888083696
8304,4.074512482
8305,4.026274681
8306,4.828470707
8307,4.150343895
8308,4.41073513
8309,3.879440546
8310,3.686378956
8311,4.18812418
8312,4.870019436
8313,4.351902008
8314,2.996803999
8315,4.311956406
8316,4.161923409
8317,3.908047438
8318,4.27660656
8319,3.573502302
8320,3.986148119
8321,4.512994289
8322,4.264977455
8323,3.717398167
8324,3.716046333
8325,4.1689291
8326,4.262289047
8327,3.935342073
8328,3.986531496
8329,3.106641769
8330,4.27000761
8331,4.266921997
8332,3.919667721
8333,3.097625971
8334,4.291106224
8335,3.514835596
8336,4.023701668
8337,3.475561142
8338,4.248744965
8339,3.620209694
8340,3.548365831
8341,4.0539608
8342,3.935094833
8343,2.979770184
8344,4.246833801
8345,4.039157391
8346,3.490974665
8347,3.003703833
8348,4.019305229
8349,4.136138916
8350,3.233062744
8351,3.987572908
8352,3.514610052
8353,3.26615715
8354,4.028160095
8355,3.526192188
8356,4.118863106
8357,3.83405304
8358,4.021840572
8359,3.551315784
8360,3.827294588
8361,3.999466658
8362,3.820868731
8363,3.508271933
8364,3.548321962
8365,3.735906363
8366,3.802597523
8367,4.126483917
8368,4.266345978
8369,3.385227203
8370,3.187506437
8371,4.138845921
8372,3.412936449
8373,2.438718557
8374,2.971907377
8375,4.481483459
8376,4.676290989
8377,4.118722916
8378,4.227850914
8379,4.296555519
8380,3.531184673
8381,4.386358738
8382,4.008869171
8383,4.410842896
8384,3.370384932
8385,3.920229197
8386,4.201011658
8387,3.965511322
8388,4.051123619
8389,3.340140343
8390,4.062191963
8391,3.758687019
8392,3.578978062
8393,4.072133064
8394,4.189678192
8395,3.975197554
8396,3.92885828
8397,3.828720331
8398,3.616814852
8399,4.060629845
8400,4.344567299
8401,4.932700157
8402,3.927875519
8403,4.546583176
8404,3.969043016
8405,4.39702034
8406,4.240074158
8407,4.046896935
8408,4.846384525
8409,4.13546133
8410,3.773613453
8411,4.074041367
8412,3.69735074
8413,4.028752327
8414,4.145030022
8415,3.485348225
8416,4.048742294
8417,3.747629881
8418,4.696321487
8419,3.548766375
8420,3.545692921
8421,3.774193048
8422,3.508054018
8423,4.257761002
8424,3.10561347
8425,3.963009596
8426,4.094792366
8427,3.607701302
8428,4.388512135
8429,3.747983932
8430,4.273836136
8431,4.170217514
8432,4.138435364
8433,3.99266839
8434,4.325744152
8435,3.769165516
8436,3.430041313
8437,3.957499027
8438,4.071753979
8439,3.139164925
8440,2.965196609
8441,4.097168922
8442,3.74711132
8443,4.079080105
8444,3.881143808
8445,3.712943792
8446,3.817741871
8447,3.119756222
8448,3.2283988
8449,3.578156233
8450,3.575874805
8451,2.738368273
8452,3.177777052
8453,4.219807625
8454,4.193660736
8455,3.614777327
8456,3.989049673
8457,3.842689991
8458,4.024786949
8459,4.310075283
8460,3.738501787
8461,3.727333784
8462,3.619753361
8463,4.189360619
8464,3.884660006
8465,3.747442722
8466,4.627184391
8467,3.040712118
8468,3.704366446
8469,4.453584671
8470,3.660914421
8471,3.897094965
8472,4.230916023
8473,4.263523579
8474,4.034059525
8475,3.760527134
8476,4.391917229
8477,4.228300095
8478,3.938723087
8479,4.077199936
8480,3.273641825
8481,4.095179558
8482,3.320137262
8483,3.475747347
8484,4.446057796
8485,3.977233887
8486,4.76668644
8487,3.977640867
8488,4.135284424
8489,4.644774914
8490,4.123841286
8491,4.413591385
8492,4.214157104
8493,4.515233517
8494,3.655758858
8495,4.040523529
8496,4.594253063
8497,2.321548462
8498,3.299723148
8499,4.200574875
8500,3.633678913
8501,4.111031532
8502,3.188982487
8503,4.036237717
8504,3.216409683
8505,2.985378265
8506,4.16900444
8507,3.993813276
8508,3.485340118
8509,4.577381611
8510,3.904029369
8511,3.961949825
8512,4.196453094
8513,3.80842638
8514,4.260684967
8515,3.529354334
8516,3.351115227
8517,3.545348406
8518,3.002523184
8519,4.421539783
8520,4.213740349
8521,3.970049143
8522,3.079407215
8523,3.612047672
8524,3.540327072
8525,4.06178093
8526,4.767334938
8527,3.708780766
8528,3.325430393
8529,3.570011616
8530,4.213442802
8531,3.979146957
8532,3.920514822
8533,3.698032856
8534,4.284780979
8535,4.054719925
8536,3.915503979
8537,3.769681215
8538,3.741227627
8539,4.195033073
8540,4.246664047
8541,3.90194726
8542,3.396629095
8543,3.147356987
8544,4.040118217
8545,4.025264263
8546,3.954852343
8547,3.68947196
8548,4.309532166
8549,3.234542847
8550,3.829288244
8551,4.073449135
8552,4.250017166
8553,4.412875175
8554,3.748398066
8555,4.770074368
8556,3.79557538
8557,3.922954559
8558,3.747307062
8559,3.962055683
8560,3.008851051
8561,3.976780415
8562,4.269341469
8563,3.536922216
8564,4.185410976
8565,4.161263466
8566,4.251561165
8567,4.444297791
8568,3.388648272
8569,2.062271357
8570,4.080553055
8571,4.024536133
8572,2.910069227
8573,1.496694326
8574,3.956938505
8575,4.060214043
8576,3.854139328
8577,3.788406134
8578,3.534276485
8579,4.003549099
8580,4.380744934
8581,4.194911957
8582,3.707340002
8583,4.493157387
8584,3.834853888
8585,4.02362442
8586,4.317486763
8587,3.589149952
8588,4.684887409
8589,4.178318501
8590,3.974478722
8591,4.237658024
8592,4.019263744
8593,3.969250679
8594,3.739797115
8595,2.826481342
8596,4.260224819
8597,3.714042425
8598,3.722193956
8599,3.645482779
8600,3.768770456
8601,2.85906744
8602,2.978503227
8603,3.568745136
8604,3.676959991
8605,3.419444561
8606,4.082857132
8607,3.958623886
8608,3.758252621
8609,4.415440083
8610,3.113229275
8611,4.45578289
8612,3.812219381
8613,3.779809475
8614,3.918203831
8615,4.454873085
8616,4.377092361
8617,3.999554873
8618,3.856053352
8619,4.452968597
8620,4.211760521
8621,2.277596474
8622,4.142127991
8623,4.812932014
8624,3.045271873
8625,2.332787991
8626,4.146907806
8627,4.191074371
8628,4.408096313
8629,3.839303732
8630,4.166507721
8631,3.729970694
8632,2.915840387
8633,3.882573366
8634,3.643101692
8635,3.147606373
8636,3.75948
8637,3.722275734
8638,4.098921776
8639,2.974416494
8640,3.066069126
8641,4.546786785
8642,2.862566948
8643,3.778374434
8644,4.446064472
8645,3.585801125
8646,3.663888693
8647,3.487518787
8648,4.047649384
8649,4.523007393
8650,3.724714756
8651,4.06530714
8652,3.086234093
8653,4.121190071
8654,4.378669739
8655,3.280361891
8656,4.048189163
8657,4.334615707
8658,2.536342144
8659,3.207879543
8660,4.233541965
8661,4.166239738
8662,4.247675896
8663,4.137205124
8664,3.254700661
8665,3.939772129
8666,3.950984716
8667,4.319123268
8668,4.219553947
8669,3.22654748
8670,3.759922981
8671,3.370947123
8672,4.015905857
8673,3.151707649
8674,4.132001877
8675,3.178172588
8676,4.331606865
8677,3.804827213
8678,4.063714981
8679,3.716765404
8680,2.908989668
8681,3.772078514
8682,3.80093503
8683,3.960713863
8684,4.335896015
8685,3.921126366
8686,3.998435259
8687,4.091900826
8688,4.24570179
8689,4.173354149
8690,3.963620901
8691,4.108775139
8692,4.156255722
8693,3.873335838
8694,3.098335028
8695,3.908798933
8696,4.180321693
8697,3.994854212
8698,4.059197903
8699,3.951718807
8700,4.567579746
8701,4.317698956
8702,3.968884468
8703,4.154277802
8704,3.830882549
8705,3.452055454
8706,3.4221735
8707,4.238975048
8708,4.190429688
8709,3.430027485
8710,3.998476744
8711,3.534876347
8712,4.15290308
8713,4.399894714
8714,3.249161959
8715,4.705409527
8716,3.8035326
8717,4.348265648
8718,3.738786459
8719,4.245426178
8720,3.711474657
8721,3.624564409
8722,3.967636585
8723,3.443288803
8724,4.147695541
8725,2.689396381
8726,3.842869759
8727,3.915229797
8728,3.461931229
8729,4.342946529
8730,3.032449484
8731,3.936402559
8732,3.814154863
8733,3.931729794
8734,3.711590052
8735,3.792366982
8736,3.014416218
8737,4.317605019
8738,4.214344025
8739,4.283829212
8740,3.709947109
8741,3.696498156
8742,3.783743858
8743,4.029959679
8744,3.386794806
8745,4.032373428
8746,3.94644618
8747,4.252610207
8748,4.901111603
8749,4.246850014
8750,4.214196205
8751,4.22480011
8752,3.535815001
8753,4.142045021
8754,3.480907917
8755,4.124178886
8756,3.063998222
8757,4.294010162
8758,3.954831123
8759,4.308586121
8760,3.51680851
8761,3.794681549
8762,1.964047313
8763,3.954494953
8764,4.199175358
8765,3.665160656
8766,4.238173962
8767,3.803609848
8768,3.988571644
8769,3.849216223
8770,4.032087326
8771,4.376746178
8772,4.130377769
8773,4.142165184
8774,4.031439781
8775,3.69388628
8776,4.090460777
8777,3.995093346
8778,3.680939674
8779,3.77324152
8780,3.498728514
8781,3.068822622
8782,4.195885658
8783,4.707026005
8784,4.126729012
8785,4.130627632
8786,3.806451797
8787,3.063647747
8788,3.543018818
8789,3.661083698
8790,4.041802406
8791,2.924646854
8792,3.750248909
8793,4.08188343
8794,4.341917992
8795,4.146303654
8796,4.549599171
8797,3.245432377
8798,3.982204914
8799,4.176736832
8800,3.528284311
8801,3.595047951
8802,3.404592037
8803,4.017145157
8804,4.060816288
8805,3.486067772
8806,3.796089888
8807,4.100057602
8808,4.787016869
8809,3.591562748
8810,4.642733574
8811,2.393983364
8812,4.041984081
8813,4.907567501
8814,3.58299613
8815,4.516322613
8816,3.43832922
8817,3.548434496
8818,4.068288803
8819,3.827288866
8820,2.411349773
8821,4.122411728
8822,3.359807968
8823,4.308222294
8824,3.874221325
8825,3.442569256
8826,3.559717417
8827,3.957072258
8828,3.831996918
8829,2.913959742
8830,3.011613369
8831,4.522036076
8832,3.65081358
8833,4.328233719
8834,3.736208916
8835,3.786174774
8836,3.553299189
8837,3.855098963
8838,4.047245979
8839,3.43762207
8840,4.19168663
8841,4.125795364
8842,4.416434288
8843,4.140295029
8844,3.733880281
8845,4.462241173
8846,4.202345371
8847,2.990531683
8848,3.800047398
8849,2.990462065
8850,1.92148006
8851,3.642616987
8852,3.447674751
8853,3.922694683
8854,3.945992708
8855,3.02771306
8856,3.910629272
8857,3.964433432
8858,3.582945585
8859,3.313648462
8860,3.796597004
8861,3.139130592
8862,3.484984875
8863,4.232266426
8864,4.025916576
8865,4.148803711
8866,4.027087212
8867,4.041223526
8868,4.174596786
8869,3.802317858
8870,4.102788925
8871,3.756784201
8872,4.17957592
8873,3.483296871
8874,2.987363338
8875,4.097348213
8876,3.629123926
8877,4.351472855
8878,4.311717033
8879,4.095081329
8880,4.190555573
8881,4.065238953
8882,3.346671104
8883,3.152175903
8884,3.684727907
8885,3.800749779
8886,3.116936922
8887,3.562665462
8888,4.638404846
8889,3.32971406
8890,4.171370506
8891,4.377378464
8892,3.585407257
8893,4.171545029
8894,4.058206558
8895,4.718533993
8896,4.290067196
8897,4.183996201
8898,3.574434042
8899,4.507704735
8900,3.715489149
8901,4.408869743
8902,3.416554213
8903,3.889044523
8904,4.173103333
8905,3.644224167
8906,3.075534582
8907,4.222943306
8908,3.254709005
8909,4.269958496
8910,4.353925705
8911,4.30072403
8912,4.619097233
8913,4.137617111
8914,4.596172333
8915,4.338913918
8916,3.74100256
8917,3.204957485
8918,4.412495613
8919,4.347334862
8920,3.403406143
8921,3.237381697
8922,4.021654129
8923,3.867592812
8924,3.97996521
8925,3.562544346
8926,4.192008495
8927,4.446712494
8928,3.163682461
8929,4.111063004
8930,4.757885456
8931,3.460419655
8932,3.777431011
8933,2.847162008
8934,4.080323219
8935,3.864038706
8936,3.845892906
8937,3.252298832
8938,3.768894911
8939,3.925519228
8940,3.943511724
8941,3.6927073
8942,3.963586092
8943,3.376360893
8944,3.768985987
8945,3.925196409
8946,4.188048363
8947,3.344004631
8948,4.060932636
8949,3.835289717
8950,4.08362484
8951,2.841025591
8952,4.239398003
8953,3.69240284
8954,3.90399766
8955,3.519626617
8956,3.451200962
8957,4.290940762
8958,4.026519299
8959,4.11264801
8960,4.231766224
8961,3.907688141
8962,3.959871054
8963,3.863187075
8964,4.195696831
8965,4.317615986
8966,4.156739235
8967,3.97753334
8968,3.662605047
8969,4.380772591
8970,3.704413176
8971,3.773282051
8972,3.280710697
8973,3.597317219
8974,4.196358204
8975,3.952159643
8976,4.113554478
8977,4.208973885
8978,3.743844748
8979,4.447944164
8980,3.318590164
8981,4.356360912
8982,3.290554762
8983,4.396313667
8984,3.856919527
8985,4.046779633
8986,4.354043007
8987,3.571613789
8988,4.211134911
8989,4.612007618
8990,3.567679167
8991,4.424285889
8992,4.077105522
8993,3.234400272
8994,3.966940165
8995,4.169727325
8996,3.732288361
8997,3.638660431
8998,3.645938873
8999,4.038972378
9000,4.156570911
9001,3.805087566
9002,4.424309731
9003,4.052845001
9004,2.533850908
9005,4.23516655
9006,4.281876564
9007,3.425869703
9008,3.544860363
9009,3.79472661
9010,4.220212936
9011,4.341566086
9012,4.061374664
9013,3.716315746
9014,3.501483679
9015,3.457047701
9016,4.246858597
9017,4.243376255
9018,3.991580248
9019,3.68315649
9020,3.939925909
9021,4.208292961
9022,4.455615997
9023,2.459793806
9024,3.841897249
9025,3.442504883
9026,4.296342373
9027,3.547501326
9028,4.008976936
9029,3.293427706
9030,3.906421423
9031,4.078931808
9032,4.493814468
9033,3.381017685
9034,4.322633266
9035,4.111813545
9036,3.595557213
9037,3.931440592
9038,4.041082382
9039,2.144386768
9040,3.908112526
9041,3.710599661
9042,3.394680738
9043,4.016901493
9044,3.810982466
9045,3.654856205
9046,3.072415113
9047,1.751911044
9048,4.467649937
9049,4.251896858
9050,4.174055099
9051,4.022754669
9052,3.919265747
9053,3.958470583
9054,2.699066639
9055,3.792127371
9056,3.639065504
9057,4.363881111
9058,4.126989365
9059,4.02419138
9060,3.949013948
9061,3.885250568
9062,3.452715158
9063,3.846704245
9064,3.856640577
9065,3.923339367
9066,2.979210377
9067,3.788791656
9068,3.776684046
9069,3.369786501
9070,4.156785965
9071,3.841924429
9072,4.051822662
9073,4.183557987
9074,-8
9075,2.904503345
9076,3.761390686
9077,4.415327072
9078,3.328078747
9079,4.338292122
9080,3.570259333
9081,4.06265831
9082,3.68211484
9083,3.999152899
9084,4.205257416
9085,4.051695824
9086,3.812269449
9087,4.57563448
9088,3.481010914
9089,4.497460365
9090,3.780740499
9091,3.01813221
9092,3.873847723
9093,3.73389411
9094,4.036768913
9095,4.193301201
9096,4.179812908
9097,3.463453293
9098,3.666756153
9099,3.677035332
9100,4.277395248
9101,4.259961128
9102,4.195497513
9103,4.142777443
9104,3.512448549
9105,3.490916491
9106,3.500876665
9107,3.909206152
9108,4.401024342
9109,4.320808887
9110,3.808725119
9111,4.322471142
9112,3.827356577
9113,4.059700966
9114,3.849117517
9115,3.359561443
9116,4.013014317
9117,4.230206966
9118,4.266794205
9119,4.168654919
9120,4.13734436
9121,3.844430923
9122,3.922374725
9123,3.734489202
9124,3.861945629
9125,3.851043224
9126,3.346882343
9127,4.307253361
9128,4.055348873
9129,3.593322277
9130,2.825893879
9131,4.077075005
9132,3.912397146
9133,3.946194172
9134,4.037454605
9135,4.061461926
9136,4.482745647
9137,3.696773291
9138,3.981028557
9139,3.387446404
9140,4.95755291
9141,3.790754557
9142,4.292422295
9143,3.000197172
9144,4.104063988
9145,4.061180115
9146,4.016162872
9147,2.336015701
9148,3.359599829
9149,4.229596138
9150,4.034870625
9151,4.514399052
9152,4.164833069
9153,4.550727844
9154,4.123963356
9155,4.077523232
9156,4.313623905
9157,3.857759237
9158,3.541536093
9159,3.673138618
9160,2.771433115
9161,3.259487629
9162,3.977023125
9163,4.261416912
9164,4.074359894
9165,4.06979084
9166,4.039418697
9167,3.744631529
9168,4.225288868
9169,4.00981617
9170,4.071391106
9171,3.192785025
9172,4.304109573
9173,4.290732384
9174,3.93539691
9175,4.395764351
9176,3.845890284
9177,4.237509727
9178,3.276687622
9179,4.023828506
9180,3.781597376
9181,4.003434181
9182,1.594611645
9183,4.163211346
9184,3.334886312
9185,3.629068375
9186,3.919753075
9187,3.883179903
9188,3.444828749
9189,4.107411385
9190,2.038453579
9191,4.157761574
9192,4.020477295
9193,4.264733315
9194,3.983989477
9195,3.998425484
9196,3.694596052
9197,4.279713154
9198,3.774941444
9199,4.577338696
9200,3.792917728
9201,3.491817236
9202,3.667957306
9203,4.042765617
9204,4.071148872
9205,4.156966209
9206,4.231077194
9207,3.571119785
9208,4.161003113
9209,4.150972366
9210,4.686655998
9211,3.335757256
9212,4.125868797
9213,3.900823832
9214,4.299632549
9215,4.255065441
9216,4.039253235
9217,3.716255426
9218,4.0672822
9219,4.194297791
9220,3.969844818
9221,4.040460587
9222,3.253625631
9223,3.883918762
9224,3.35248971
9225,3.593411684
9226,4.176308632
9227,2.301120758
9228,3.552681923
9229,3.389569044
9230,4.144068718
9231,4.038088322
9232,4.016778946
9233,4.497104168
9234,4.438844681
9235,2.496072292
9236,4.042654991
9237,4.090228558
9238,3.699310064
9239,3.991929531
9240,3.977680445
9241,4.6659832
9242,3.934806585
9243,4.330949306
9244,3.603084803
9245,3.510488987
9246,4.275942326
9247,3.76860857
9248,4.746208191
9249,4.161741257
9250,4.050819874
9251,2.899154186
9252,4.973096371
9253,3.376860857
9254,3.785507202
9255,4.181570053
9256,3.920007467
9257,4.01404953
9258,3.716053009
9259,3.928649187
9260,3.831224203
9261,4.27196312
9262,3.592606783
9263,3.219038248
9264,3.797884941
9265,4.41832304
9266,3.720105886
9267,3.695219278
9268,4.206821442
9269,4.02362442
9270,4.549404621
9271,4.438117981
9272,4.079298973
9273,3.47048378
9274,2.714833736
9275,4.110399246
9276,4.085426331
9277,3.732534885
9278,3.238536835
9279,4.170104027
9280,3.385322809
9281,4.027873039
9282,4.188476563
9283,3.737060308
9284,4.471153259
9285,3.819634914
9286,3.761964083
9287,4.260670662
9288,2.255092144
9289,3.765539408
9290,3.571688175
9291,4.439748287
9292,3.498846769
9293,3.544146299
9294,3.795800209
9295,2.307902813
9296,4.467635155
9297,4.017589569
9298,3.504466534
9299,3.00067997
9300,3.801265001
9301,4.24060154
9302,4.166535854
9303,4.618786335
9304,2.98417902
9305,4.039916992
9306,3.884448767
9307,3.897088051
9308,4.211110115
9309,4.104340076
9310,3.183645487
9311,4.403280258
9312,2.974861145
9313,4.713026524
9314,3.701414347
9315,3.311523199
9316,4.130843163
9317,3.893854856
9318,3.413841963
9319,4.208233833
9320,3.816513538
9321,4.203337669
9322,3.928249598
9323,3.63479352
9324,3.526382685
9325,3.279203176
9326,3.818260193
9327,4.552091599
9328,2.917292595
9329,3.828401089
9330,2.970130205
9331,3.889242887
9332,4.492645741
9333,3.779266834
9334,3.635540724
9335,3.938810825
9336,3.741039753
9337,4.122569084
9338,4.046165466
9339,4.264479637
9340,4.059607029
9341,2.551323414
9342,3.929875612
9343,3.350787401
9344,3.895811319
9345,3.43936491
9346,3.805742979
9347,3.386924744
9348,3.482785225
9349,3.810586691
9350,3.482233524
9351,4.097911358
9352,3.845328569
9353,3.344974518
9354,3.937921286
9355,4.337861061
9356,3.805033922
9357,4.379898548
9358,4.046607971
9359,3.422910452
9360,1.834182978
9361,3.982263565
9362,4.224342346
9363,4.054347038
9364,3.190149307
9365,3.351355553
9366,4.082375526
9367,4.10841465
9368,4.819109917
9369,4.13624382
9370,4.413186073
9371,3.908357859
9372,4.008177757
9373,4.029155731
9374,3.10311985
9375,3.80330348
9376,3.44015336
9377,4.163463593
9378,4.027442932
9379,4.392418861
9380,3.792578697
9381,4.173959732
9382,4.237801552
9383,3.437247038
9384,3.969877481
9385,3.984430313
9386,4.482900143
9387,4.283716202
9388,4.403945923
9389,4.265942574
9390,3.966168404
9391,2.742345572
9392,3.608078957
9393,4.156791687
9394,4.200597763
9395,3.528975248
9396,3.828043938
9397,4.296229362
9398,3.645193338
9399,3.314154863
9400,3.676051617
9401,3.788453817
9402,3.824048996
9403,4.244261742
9404,3.550382853
9405,4.174325466
9406,3.8581388
9407,2.975170135
9408,4.445532322
9409,4.151162148
9410,4.011903763
9411,4.270693779
9412,3.328713655
9413,4.260483742
9414,4.206227779
9415,3.689366341
9416,3.487646818
9417,3.636997461
9418,4.319984436
9419,3.393913269
9420,4.129236221
9421,4.494312763
9422,3.990637302
9423,3.653394699
9424,3.335101366
9425,3.759566069
9426,3.795855999
9427,4.029256821
9428,3.979489803
9429,3.220488787
9430,2.920799971
9431,3.316349983
9432,3.66491437
9433,3.755051136
9434,3.594092131
9435,3.28786087
9436,3.787381649
9437,3.24429512
9438,3.787672758
9439,3.993951321
9440,2.966377258
9441,4.065832615
9442,3.441284657
9443,4.211539268
9444,4.143767834
9445,4.341346741
9446,4.583123207
9447,3.961321592
9448,4.077393055
9449,4.211683273
9450,2.861127138
9451,4.327360153
9452,4.245786667
9453,3.900645971
9454,3.92258215
9455,3.646228075
9456,3.868620634
9457,4.496479511
9458,3.82241416
9459,3.807504892
9460,3.950041771
9461,3.386001587
9462,3.891892433
9463,3.84424305
9464,3.607970476
9465,4.182934761
9466,2.709169626
9467,3.861388206
9468,4.020633698
9469,3.82128334
9470,3.695455313
9471,3.305705547
9472,3.892205954
9473,3.292082548
9474,4.241271973
9475,3.66198802
9476,4.655772686
9477,4.6533885
9478,2.83353138
9479,4.073456764
9480,4.275959969
9481,2.257775784
9482,4.136116028
9483,4.029782295
9484,4.564251423
9485,3.852912188
9486,4.09271431
9487,3.124020338
9488,4.375806808
9489,3.893433094
9490,4.135612488
9491,4.176674843
9492,3.861996651
9493,3.353667259
9494,3.130115747
9495,4.321712971
9496,3.576200485
9497,3.752860785
9498,4.228312969
9499,2.096922874
9500,3.762786627
9501,3.901618958
9502,4.322662354
9503,4.015458107
9504,3.856852531
9505,4.372599602
9506,4.022351265
9507,3.686262369
9508,3.845128059
9509,3.232098103
9510,4.119118214
9511,3.782892227
9512,4.000225544
9513,3.767790318
9514,3.835244894
9515,4.001731873
9516,4.162036896
9517,2.741563082
9518,3.803398848
9519,3.9080863
9520,3.842712641
9521,3.804884911
9522,3.440255404
9523,3.893752575
9524,4.03756237
9525,2.856033564
9526,3.747713566
9527,3.474105358
9528,2.950498819
9529,3.745941639
9530,4.256847382
9531,4.360728264
9532,2.676386595
9533,3.496282101
9534,2.742339849
9535,3.005217314
9536,4.401181698
9537,3.685011864
9538,4.056939602
9539,3.215033293
9540,2.985493898
9541,3.384331226
9542,4.350103378
9543,3.383946896
9544,3.036351681
9545,3.912596941
9546,4.0760746
9547,3.609652519
9548,4.1051054
9549,2.878874302
9550,4.091557026
9551,3.476373434
9552,3.918771982
9553,4.209013939
9554,3.999162197
