,happiness
8164,3.8233787276769853
8165,4.076001170182376
8166,4.3707546959174115
8167,3.7339391190000413
8168,3.1082155675010554
8169,3.2061566300764346
8170,3.952716450082704
8171,3.9356934084988966
8172,3.9420684042465606
8173,3.77920259027197
8174,3.7188040302439047
8175,3.8745109426808013
8176,4.324229760052428
8177,2.6924070036141075
8178,4.451780391621966
8179,4.29916585054486
8180,3.2622551770192563
8181,3.7606091813366387
8182,3.7911687995181573
8183,3.823588525744788
8184,3.6735967641784586
8185,3.405965945989593
8186,3.3480767015049797
8187,4.186584743781582
8188,3.7612083122080158
8189,3.8655221200510237
8190,4.046797273953178
8191,3.8415613736705545
8192,4.063826474655944
8193,3.9832773834121618
8194,4.122179705153512
8195,4.466897830960661
8196,3.1812346228318558
8197,3.8903148212892904
8198,4.106732886117758
8199,4.138542569768385
8200,5.150278689091886
8201,3.2797192380836653
8202,4.174184550807244
8203,3.843488561354951
8204,4.122314996980124
8205,4.0611912812985675
8206,3.836068089627378
8207,3.7151909601877957
8208,3.8906972557824155
8209,3.7967196180095173
8210,3.5862729160904614
8211,3.591320614845348
8212,4.157364451104539
8213,4.3807117778564875
8214,4.231522312661628
8215,3.6208285212544187
8216,3.987826877038413
8217,3.4005821373496428
8218,3.5931566549556058
8219,3.926952998405513
8220,4.01154979601749
8221,4.567392812725945
8222,3.7760386409901123
8223,2.9643835617843184
8224,3.8861358582848102
8225,4.192488747377126
8226,3.848591893571648
8227,4.501182350768465
8228,3.2759746613326333
8229,4.1340892162558
8230,3.116195280338924
8231,3.9167046202055036
8232,3.9183753148579936
8233,3.8666057003058505
8234,3.9939742722656084
8235,3.660394382303659
8236,3.248451471096771
8237,3.4922297186242046
8238,4.017873311371657
8239,3.589076493681402
8240,3.348213659963842
8241,3.5381883111178754
8242,3.811866535671321
8243,4.38809819637568
8244,4.099087400719771
8245,3.596139563235056
8246,4.06280877632455
8247,3.8428387802567827
8248,4.033550554929901
8249,4.68082292896719
8250,3.8899672134408663
8251,4.301864529069183
8252,4.380596656620511
8253,3.7730306687260358
8254,3.841548288202829
8255,3.5103581052236623
8256,3.7555682731265367
8257,4.016370864120015
8258,3.084028684898649
8259,4.2048307246528065
8260,3.904695460001047
8261,4.293550555272561
8262,4.089660615424352
8263,4.099519606077893
8264,3.992235758445049
8265,4.421836222204833
8266,3.3731722065729173
8267,3.702955399166174
8268,4.0587842357378126
8269,3.5794520014822435
8270,3.822972352783152
8271,3.070875485969024
8272,4.00431371727977
8273,3.7885946815668894
8274,3.632395325346301
8275,4.380451335692725
8276,4.155200074757095
8277,4.011795751536312
8278,3.84047064390508
8279,4.160559068206291
8280,4.284911582193517
8281,4.035387893144274
8282,4.064209864607022
8283,4.083044831669568
8284,4.242445404422209
8285,3.765181546670471
8286,2.3762394449238387
8287,4.4798961140500015
8288,3.8093954983596294
8289,4.141364813552224
8290,4.054389633093072
8291,4.1540896962164116
8292,4.285936529117446
8293,3.768650547188166
8294,4.474021119700049
8295,3.585174210145386
8296,4.177099410677551
8297,3.6019667802832904
8298,4.706551209649714
8299,2.815450099796842
8300,3.3008369102730546
8301,3.900524443443257
8302,4.399020754939141
8303,3.9302869693605462
8304,4.063143514980416
8305,4.015035601128334
8306,4.766834963211826
8307,4.140520331428911
8308,4.344600901612391
8309,3.7338409021482653
8310,3.683437964742859
8311,4.242207203373393
8312,4.851183353459655
8313,4.231762805381298
8314,3.035632274282926
8315,4.152432198690375
8316,3.8876331868222014
8317,3.753614516494423
8318,4.114491179834337
8319,3.4385181677473224
8320,3.9098208334198916
8321,4.406875461781489
8322,4.339903308041629
8323,3.7230176004372773
8324,3.5904754502155605
8325,4.145014399776204
8326,4.261297176503728
8327,3.9784418021585104
8328,4.062207635894234
8329,3.080903921710846
8330,4.412245382494689
8331,4.1334977434105165
8332,3.873987961170308
8333,3.1186797574590663
8334,4.180627532121367
8335,3.4909767110733405
8336,4.116730930060583
8337,3.589612102809045
8338,4.188082623228448
8339,3.820227872473558
8340,3.2663181219158517
8341,4.160224570989095
8342,3.9954390659718366
8343,2.9736776435485766
8344,4.099313316496702
8345,3.9009220891100362
8346,3.4470289765784283
8347,3.2337890025136504
8348,3.9812487773037812
8349,4.14512851770725
8350,3.39162143173158
8351,4.136400019872749
8352,3.6562651399796224
8353,3.2593844626306856
8354,4.1113324021363615
8355,3.486942463078054
8356,4.244251556133374
8357,4.018842126720795
8358,3.8535957131417335
8359,3.545409706336917
8360,3.8941317089775085
8361,4.004944582441183
8362,4.024544703529906
8363,3.430875713104833
8364,3.415197509559714
8365,3.7459443073276906
8366,3.733527946181535
8367,4.178118911473205
8368,4.323260833330441
8369,3.5988124629540423
8370,3.336464963366237
8371,3.994726100694913
8372,3.689058758224363
8373,2.293551227433804
8374,2.9259107613455027
8375,4.330849412201264
8376,4.852282426189438
8377,3.9806331718976775
8378,4.074748042658849
8379,4.347951846644394
8380,3.5075012460568535
8381,4.421817375882896
8382,3.9741677443036316
8383,4.351091843033922
8384,3.275727763986351
8385,3.797084317153325
8386,4.151306685689274
8387,4.021558905024413
8388,4.14963357183842
8389,3.2358224996263854
8390,4.2608507969811384
8391,3.7285743338022614
8392,3.52356114003365
8393,4.10526588480374
8394,4.149272636787961
8395,4.138604150427824
8396,3.7641580444812996
8397,3.735625116457342
8398,3.356861536291805
8399,4.229294519727068
8400,4.234831167157552
8401,5.09740679872914
8402,3.816549793796494
8403,4.600463352991399
8404,3.927297512547621
8405,4.3864451052321485
8406,4.327988714946793
8407,3.8786283681213307
8408,4.81411488398592
8409,4.08098984715505
8410,3.845530904785971
8411,4.124386702920395
8412,3.6015210077774054
8413,3.9252301982320543
8414,4.170681734735474
8415,3.384423442146119
8416,4.028386083679351
8417,4.16696122046672
8418,4.596415146989124
8419,3.512173415786671
8420,3.6214403342037516
8421,4.031508203877073
8422,3.6241054108143125
8423,4.246874924171875
8424,3.3272412811958203
8425,3.996055064930369
8426,4.079922056809678
8427,3.7139607178325162
8428,4.461246210505142
8429,3.7812740440705515
8430,4.333853931463958
8431,4.082375794402736
8432,4.355584523886186
8433,3.941730210877536
8434,4.118605573362104
8435,3.875844977981677
8436,3.561873456563946
8437,4.064461944990306
8438,4.009338471225071
8439,3.163133151214799
8440,2.9794027707492066
8441,4.088645704726796
8442,3.882933199461303
8443,3.9784597861640525
8444,3.89849352410744
8445,3.71746893595236
8446,3.51780890561997
8447,3.3320487867241813
8448,3.2254992964235463
8449,3.6018595554352344
8450,3.3451551675037714
8451,2.8745464254295254
8452,3.063170203506773
8453,4.161675628688418
8454,4.062282112572992
8455,3.5979333267218463
8456,4.000227314494097
8457,3.7618090094304417
8458,4.102803317717424
8459,4.310969432764452
8460,3.69487044342973
8461,3.9716403526422726
8462,3.4846271707852243
8463,3.9906774686041318
8464,3.553920806598251
8465,3.7824668374254986
8466,4.618058761011849
8467,2.921519273648136
8468,3.4402384881098924
8469,4.2550468688533645
8470,3.588957728654546
8471,4.07950768296626
8472,4.2732953099458815
8473,4.144222464597945
8474,4.047685737123459
8475,3.755680821460574
8476,4.197811511258969
8477,4.228009794435163
8478,3.816982549194453
8479,4.117740395965262
8480,3.1887980690056206
8481,4.045154031197031
8482,3.316381307059251
8483,3.596845313798188
8484,4.213049734760577
8485,3.874330048806889
8486,4.895831565893954
8487,4.054477423600607
8488,4.251488863300124
8489,4.602754382079567
8490,4.104190843620502
8491,4.474921565738496
8492,4.226875083057632
8493,4.389746001303296
8494,3.5450661553692777
8495,4.135178301617016
8496,4.7239340209452445
8497,2.600506961848434
8498,3.3955192022060787
8499,4.265684241752871
8500,3.606034762634059
8501,4.035878823676726
8502,2.902303230164007
8503,4.087108957472565
8504,3.5950975936025724
8505,2.8561685736315274
8506,4.146879451669941
8507,3.920716543578859
8508,3.252021434433168
8509,4.6433131228010955
8510,3.812037609874664
8511,3.9814612532614344
8512,4.099426360055325
8513,3.8136236824202037
8514,4.198936649060434
8515,3.5133481908519126
8516,3.4484185737063693
8517,3.333213322015525
8518,3.0765648299978814
8519,4.3634303303042
8520,4.283930133430973
8521,3.962063717327551
8522,3.096441708598774
8523,3.682010706255162
8524,3.750638742315598
8525,3.8115268474069106
8526,4.57672060461568
8527,3.7145967804749995
8528,3.441706878458886
8529,3.5932099772737214
8530,4.262895089991551
8531,3.967814760829869
8532,3.984790147937298
8533,3.717353427970623
8534,4.252578769189328
8535,4.07684388489526
8536,3.7888039371950466
8537,3.7809550682781534
8538,3.813007836249102
8539,4.112718350934077
8540,3.9387627115777253
8541,4.048719515188909
8542,3.2491180402501243
8543,3.4819285702130687
8544,3.9823520100632996
8545,4.055098609801555
8546,3.816478654889968
8547,3.7234836456249023
8548,4.155047316517086
8549,3.240561521919315
8550,3.82803692965911
8551,4.094045594850012
8552,4.199098890942722
8553,4.322017225779768
8554,3.780729750064916
8555,4.45040283995725
8556,3.8720750145778817
8557,3.8998550439159585
8558,3.698413043289716
8559,3.811053026268672
8560,3.110422019878987
8561,4.020916465845869
8562,4.299448081036173
8563,3.723419227182364
8564,4.289415629390941
8565,4.247086141455766
8566,4.284315571658334
8567,4.233913406144287
8568,3.1658335785320357
8569,2.2882148940107374
8570,4.088379085891937
8571,4.126343856172972
8572,3.0879915202435977
8573,2.016103993358494
8574,3.757596792047158
8575,4.09664512841335
8576,3.728922077808905
8577,3.895520888434089
8578,3.6976698514268547
8579,3.998575133789726
8580,4.367555017926927
8581,3.9898386468916174
8582,3.611124450863785
8583,4.584244614887185
8584,3.692284067323533
8585,4.00936659395506
8586,4.3302496700374355
8587,3.739689617985717
8588,4.516122972679527
8589,4.430234605434061
8590,4.090872406987209
8591,4.1906291385958445
8592,3.9437136928037444
8593,3.90747090466702
8594,3.841713116521883
8595,2.6344184126156884
8596,4.190288837539346
8597,3.8421629281486736
8598,3.58922136649738
8599,3.77435667601769
8600,3.8705257756027422
8601,2.975594240987077
8602,2.816286618214023
8603,3.773532943935235
8604,3.5182817854784973
8605,3.5083156253330454
8606,3.9756798773453013
8607,3.925341600841302
8608,3.6894225837074153
8609,4.271111498522867
8610,3.229773496683853
8611,4.447869484000729
8612,3.8297078430233706
8613,3.7597197510618523
8614,3.913520313157207
8615,4.380343898733328
8616,4.2634922007442855
8617,3.8497282963785207
8618,3.8381332172710776
8619,4.4995420110734194
8620,4.274940017009118
8621,2.328245478369948
8622,4.302796727030519
8623,4.794341130863617
8624,3.234612540871864
8625,2.746193417278688
8626,4.316176029894006
8627,4.2301960336811995
8628,4.171137871630723
8629,3.9253381878858753
8630,4.146923542729021
8631,3.8199838661667114
8632,3.056485818197695
8633,3.7680441671930103
8634,3.837883602203233
8635,3.0523310323818924
8636,3.6037567373073625
8637,3.5482336145250404
8638,4.168958758066414
8639,3.135755963771695
8640,3.0763767132633153
8641,4.208208790732481
8642,3.1153754215194165
8643,4.16856959335661
8644,4.308441176456198
8645,3.3064699205619164
8646,3.7414398645040805
8647,3.4298762651366466
8648,3.936889373174339
8649,4.546584547112426
8650,3.566602980218299
8651,4.181097899700523
8652,2.922513991467124
8653,3.9965715596658766
8654,4.493665147019241
8655,3.345738696389958
8656,3.9256217404838014
8657,4.25403263699513
8658,2.9270801169155565
8659,3.2219478197483826
8660,3.9532097156230575
8661,4.203218859125553
8662,4.097860771294975
8663,4.5833435488558445
8664,3.2615915537682603
8665,3.9334777848148734
8666,4.068805944267845
8667,4.328747328469975
8668,3.9686799591189748
8669,3.286689510310497
8670,3.9380556637922366
8671,3.4336240396769426
8672,3.902090130123052
8673,2.9241151610279412
8674,4.403604666004879
8675,3.3494697977447583
8676,4.187204787217755
8677,3.7519269753518323
8678,3.933872972013141
8679,3.714212245311368
8680,3.0571197213297365
8681,3.5746549124476825
8682,3.8699973284621176
8683,3.8604826000451786
8684,4.381727885235436
8685,3.8602898332639883
8686,4.124658398727403
8687,3.9755334656765293
8688,4.273951106950555
8689,4.190779754373259
8690,3.932795026215706
8691,4.222347616382235
8692,4.126404712019805
8693,3.8564736804901028
8694,2.964920175630666
8695,3.8901050233624215
8696,3.9757851771163555
8697,4.030513464994248
8698,4.007764929284765
8699,3.802725458045374
8700,4.493731369953478
8701,4.529642692069148
8702,3.940711385922785
8703,4.175111198318867
8704,3.7459805839655504
8705,3.275113642461276
8706,3.481201281211735
8707,3.889687219102052
8708,4.23555768593841
8709,3.452465903646521
8710,4.023404700408779
8711,3.5912059367005997
8712,4.182323886214161
8713,4.357864914571784
8714,3.338586220586687
8715,4.6546768116875
8716,3.8805083044562294
8717,4.245537691344843
8718,3.5834392936789055
8719,4.124530782948451
8720,3.776234146075736
8721,3.478767753927666
8722,3.9476530733370643
8723,3.514163338882596
8724,4.0741294214176715
8725,2.6669025168055622
8726,3.8032930593475065
8727,3.89636467690022
8728,3.5046053890155004
8729,4.28879822326723
8730,3.08771031805602
8731,3.932672731664574
8732,4.014566824176935
8733,4.118031930208801
8734,3.669785496520732
8735,3.8543743561134542
8736,3.3248230620945707
8737,4.33566749725964
8738,4.282432593738543
8739,4.081826897691269
8740,3.711323833938243
8741,3.7660089198363305
8742,3.8466610020590752
8743,3.9881930718839103
8744,3.3600322057128613
8745,3.9091518539457346
8746,4.120929718349416
8747,4.182643836054796
8748,4.994582634159188
8749,4.1054765099198605
8750,4.1030509600731
8751,4.22200945575938
8752,3.4112273513442295
8753,4.015347374660369
8754,3.449035901823476
8755,4.185078316797746
8756,2.969652995889268
8757,4.168176225248157
8758,3.9585695671695333
8759,4.302830777880606
8760,3.6270818033555425
8761,3.8380439879525228
8762,2.1111555950848606
8763,3.808381804150906
8764,3.910655794671926
8765,3.7944946637175203
8766,4.20819906435871
8767,3.7260362053655314
8768,3.863032996758188
8769,3.8224438759383115
8770,4.024498967536348
8771,4.250245791705264
8772,4.220971063816927
8773,4.135164735590978
8774,3.8994616677544496
8775,3.919266507480033
8776,3.95416928961574
8777,4.012107624844112
8778,3.6621136580088183
8779,3.600049155362312
8780,3.6754537020915627
8781,3.0748110263699804
8782,4.347758021856887
8783,4.5567651322720995
8784,4.108642080808158
8785,4.211054381729818
8786,3.8625925644236125
8787,3.2082997417280352
8788,3.8467283125680716
8789,3.8313636853019797
8790,3.8963030016281888
8791,3.364438218530989
8792,3.850290834887189
8793,3.9581969122122547
8794,4.384370092309524
8795,4.177852443674492
8796,4.5639056662811
8797,3.3310299653801776
8798,3.9733192022720183
8799,4.193011971069744
8800,3.608082487701021
8801,3.8679760740194045
8802,3.4704420087523262
8803,3.9240229262828157
8804,4.1502374077621385
8805,3.61006996522623
8806,3.73660823978968
8807,4.227974068263536
8808,4.984599960193511
8809,3.8090036957592246
8810,4.520439186867623
8811,2.29069477141523
8812,4.037359973647296
8813,4.864937152250424
8814,3.6219752676901873
8815,4.539608049359764
8816,3.395537163722603
8817,3.596164789588721
8818,3.887382126233436
8819,3.7508262190214947
8820,2.6411952019714193
8821,4.066701018762499
8822,3.527207927353055
8823,4.317154597854121
8824,3.870141230602868
8825,3.4393844008106327
8826,3.5066796860401896
8827,4.057392844840846
8828,3.8604601249238275
8829,3.0544881278090545
8830,3.30446563342987
8831,4.446117968331668
8832,3.589844870822515
8833,4.30579771123999
8834,3.7225019666426302
8835,3.8127771551338525
8836,3.4675104514538857
8837,3.8617096430809634
8838,3.933567051592769
8839,3.614105403311528
8840,4.200431642220038
8841,4.316034412187001
8842,4.429825995305771
8843,4.276539267150101
8844,3.837827287735501
8845,4.411580907713277
8846,4.21453939365426
8847,2.9847980994090975
8848,3.5242342534196274
8849,3.012242319668106
8850,2.133232624285613
8851,4.127874631341397
8852,3.4186905896983077
8853,4.010897972614881
8854,3.76441784190041
8855,3.1586271130694623
8856,3.7211775988557436
8857,3.9798429821680372
8858,3.534778374453386
8859,3.395948548793259
8860,3.8126390256185703
8861,3.2301148915669295
8862,3.5109475076697994
8863,4.155843840593263
8864,4.002068944272627
8865,4.094015981912086
8866,4.12677873759012
8867,4.239539071952927
8868,4.163905513676372
8869,3.5999870038476143
8870,3.9919520165407243
8871,3.744845888161161
8872,4.165380881193907
8873,3.346643023905019
8874,3.0077400150185807
8875,3.82118601643901
8876,3.6569667107911634
8877,4.539270542753194
8878,4.276486194106598
8879,3.9574974481516634
8880,4.136734971032521
8881,4.31823738516524
8882,3.4625608354426918
8883,3.259294681722902
8884,3.8195011180495113
8885,3.754715564634719
8886,2.927609539860141
8887,3.5416735591615547
8888,4.61166292425791
8889,3.4079597643547164
8890,4.327165060925633
8891,4.199093974476972
8892,3.5607565181647995
8893,3.9161537542645655
8894,3.8147166335731626
8895,4.71889385582471
8896,4.329392526489338
8897,4.177284319008759
8898,3.5433192860506866
8899,4.5349301944849465
8900,3.7207128567605103
8901,4.029240417913782
8902,3.302658985908835
8903,3.773844416150979
8904,4.091733945776788
8905,3.6012038246198346
8906,3.286626072466047
8907,4.075783323091359
8908,3.1532265613657273
8909,4.039166901805947
8910,4.265473621706171
8911,4.327579446580303
8912,4.667059889210023
8913,4.345118651155909
8914,4.692061897618398
8915,4.101077020398456
8916,3.635409564924382
8917,3.168366052459448
8918,4.404117377863566
8919,4.341249214330435
8920,3.416274141238369
8921,3.222996079065989
8922,4.179688737121342
8923,3.890864231676114
8924,3.9672250299681244
8925,3.4974293817475086
8926,4.191407760424379
8927,4.233403678074876
8928,3.11826657275452
8929,4.086971363428684
8930,4.777649320749287
8931,3.4113393096839997
8932,4.219154449295331
8933,3.088907842267534
8934,4.117047352400453
8935,3.7979110886577203
8936,3.8319908582670767
8937,3.1089922391500853
8938,3.8265319197094354
8939,3.999786600915805
8940,3.870695970597506
8941,3.430833470654891
8942,3.984009367805277
8943,3.503725941868529
8944,3.6106036431535546
8945,3.933081268926901
8946,4.215823806895831
8947,3.468442864263265
8948,4.044279213672894
8949,3.8607841328735883
8950,3.977367625870433
8951,2.7274971056244306
8952,4.257016111439011
8953,3.5654475488321875
8954,4.058224597664633
8955,3.449180025102399
8956,3.5942883584522063
8957,4.132465405108283
8958,4.050322354216533
8959,4.068343923365947
8960,4.328126294179347
8961,3.82784544923457
8962,3.9979375937982797
8963,3.8940966221225515
8964,4.2637129000246645
8965,4.323335431430477
8966,4.0609644718990685
8967,4.1113907794281666
8968,3.69256368751995
8969,4.506381277332924
8970,3.9353824261751327
8971,3.714504061144356
8972,3.3937113628212368
8973,3.5929959632518207
8974,4.139705534325041
8975,4.060528270291698
8976,4.075012291707175
8977,4.118083776031886
8978,3.7622019413751753
8979,4.328827618431755
8980,3.176836140406842
8981,4.311487026140283
8982,3.2521512087121947
8983,4.120064424090177
8984,4.022756016385896
8985,3.943671461366188
8986,4.276276457269048
8987,3.609558141451601
8988,4.215088461280146
8989,4.265779546178099
8990,3.428621299606663
8991,4.185490641749546
8992,4.084270439516688
8993,3.2603866747416053
8994,3.8206575754059275
8995,4.328315346001762
8996,3.641852569572338
8997,3.7959973082786203
8998,3.8524595306274354
8999,4.0259210380438955
9000,3.9255478302475812
9001,4.122579200845262
9002,4.408970627813069
9003,4.0780436501626145
9004,2.5676879619949666
9005,4.277303402965104
9006,4.2767532084977
9007,3.4723423591380316
9008,3.3995213793686885
9009,3.7207620108581096
9010,4.242630915319498
9011,4.1892798726339375
9012,4.047260648863986
9013,3.648721239458182
9014,3.5438981961366682
9015,3.84941532280245
9016,4.38621768475126
9017,4.180655273899077
9018,3.882409552730385
9019,3.9356469083630743
9020,3.90736734422523
9021,4.158579675177332
9022,4.419052603829205
9023,2.6338192713735316
9024,3.7899962710307906
9025,3.3133570244750015
9026,4.3875771844106115
9027,3.6330592916221947
9028,3.886391776369674
9029,3.2812143677010956
9030,4.01244115864929
9031,4.234118280517304
9032,4.60803973549076
9033,3.2330512505058615
9034,4.3713824786931745
9035,4.024181767625692
9036,3.461263182989224
9037,4.315818136088362
9038,4.0378293935356435
9039,2.806840872705575
9040,3.975761698262297
9041,3.8055450254841134
9042,3.1725302925603254
9043,3.9782217058358453
9044,3.527102799023858
9045,3.5761092993088215
9046,3.292704061204832
9047,2.314580471865389
9048,4.451792931285736
9049,4.178464014145171
9050,4.268965737778153
9051,4.009768205795158
9052,3.903974876973999
9053,3.89735581116071
9054,3.0006128479310323
9055,3.9371364176888837
9056,3.6410546259630387
9057,4.406162821700484
9058,4.173098256338433
9059,3.89622943572695
9060,4.064855909371179
9061,3.9416242124487346
9062,3.4259432593890122
9063,3.8926193599833834
9064,4.027278073415996
9065,3.9299976489333237
9066,3.278238854090873
9067,3.7574305148650815
9068,3.8354420666288394
9069,3.6230285401028013
9070,4.051938471496308
9071,3.696679408129208
9072,4.107561841598114
9073,4.3328640577605775
9074,3.355003569128079
9075,2.8521647766357026
9076,3.5870933665718248
9077,4.288136856962838
9078,3.481708452133614
9079,4.3688097738836
9080,3.733597714619917
9081,4.150344665195407
9082,3.4696969174743675
9083,4.077624896151081
9084,4.2685311092743
9085,4.431581451104643
9086,3.7887601774420108
9087,4.748424540872746
9088,3.406270112846823
9089,4.366073154236964
9090,3.5986320374726763
9091,2.9560305033496075
9092,3.865012330423122
9093,3.985729251546685
9094,3.920721577659665
9095,4.2021417586225205
9096,4.0553972116178185
9097,3.425038203750786
9098,3.5660193280513193
9099,3.304588965316461
9100,4.223340515176598
9101,4.1937536292989765
9102,4.2393764873627005
9103,4.077279510526104
9104,3.7060629199864117
9105,3.467080920520199
9106,3.508515703662595
9107,4.030741012599474
9108,4.3157031240774755
9109,4.422589521978437
9110,3.8068358201375836
9111,4.391268059085452
9112,3.8439324030851405
9113,4.045235944966661
9114,3.753021426754546
9115,3.6066993918154857
9116,4.120600396553746
9117,4.4101881327039525
9118,4.281249919696828
9119,4.160392358458902
9120,4.167967631898138
9121,3.725520558367341
9122,3.9671255507148118
9123,3.6940340389500035
9124,3.724672439410116
9125,3.7112509413571453
9126,3.4531833618256575
9127,4.353162099141011
9128,4.048634624335006
9129,3.5903646878450477
9130,2.8222205729539613
9131,4.153892092938168
9132,3.7869738809432167
9133,3.786308093758016
9134,3.985735434254969
9135,4.045129012850113
9136,4.158198843992729
9137,3.6609009013006495
9138,3.9407590589369654
9139,3.0919746962361776
9140,5.191235807100582
9141,3.760486053058544
9142,4.393824790168618
9143,3.203304836663787
9144,3.9093912663174177
9145,4.254493881378227
9146,3.9854617265226318
9147,2.4774956973231195
9148,3.4255530551247464
9149,4.184660114175272
9150,4.056900765656277
9151,4.567507427387914
9152,4.152987914976697
9153,4.5629456814505005
9154,4.103323144773368
9155,4.228635962312203
9156,4.235436651877969
9157,3.84033702501062
9158,3.6902689355437817
9159,3.7252083885646305
9160,2.359980114498621
9161,3.287773836639492
9162,3.893649967255318
9163,4.450830764642575
9164,4.085820900584627
9165,4.075209291063204
9166,4.101925131850177
9167,3.8166241543605155
9168,4.203423961288947
9169,3.9266353521459596
9170,4.000786363889908
9171,3.1847287218818234
9172,4.243139351840673
9173,4.258413170690033
9174,3.747137800911796
9175,4.5161393253655415
9176,3.6921817327541877
9177,4.250669108826692
9178,3.463633534572537
9179,3.9459719396281665
9180,3.7074078771657333
9181,4.01274765223369
9182,2.281825449987525
9183,4.226504771759156
9184,3.6859673593098434
9185,3.4573547825032502
9186,3.9534451598193043
9187,3.930234612944284
9188,3.4589537773597154
9189,4.205775686311766
9190,2.0638217114143007
9191,4.188689447194877
9192,3.991057809755912
9193,4.30934955214151
9194,4.137841327811439
9195,4.131578921114745
9196,3.7682790413437823
9197,4.070417562065792
9198,4.0662463860862985
9199,4.450544897940592
9200,3.4586197299989054
9201,3.379532633121862
9202,3.741770071433731
9203,3.8210411851254102
9204,4.162853943200245
9205,4.096585310475234
9206,4.464449398642282
9207,3.6934640990305114
9208,4.056275358344843
9209,3.7586365001953137
9210,4.58204024743768
9211,3.0653019069311123
9212,3.9128925831416708
9213,3.9761861831131355
9214,4.268097128008613
9215,4.227273040258647
9216,4.305616843242416
9217,3.6253925026769713
9218,4.143099233262755
9219,4.303482554607431
9220,3.8412905331051332
9221,4.103598974487544
9222,3.364234538933791
9223,3.877940806586195
9224,3.288945852153624
9225,3.5384273118224865
9226,4.083610253190075
9227,2.2209596300125445
9228,3.423997288746291
9229,3.4486871387148685
9230,4.183829090388226
